,Product link,Product name,Product Model,Product Type,Product price,Product police number,Product police number type,Product Mileage,Production year,Product post location,Product color,Product fuel type,Product Transmission
0,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-MT-TRD-(ALL-NEW)-MT-2021-4638,TOYOTA YARIS YARIS 1.5 S MT TRD (ALL NEW) MT 2021,YARIS,YARIS 1.5 S MT TRD (ALL NEW),Rp 268.900.000,W 1455 BF,odd,9613,2021,Surabaya,WHITE,GASOLINE,MT
1,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-MT-TRD-(ALL-NEW)-MT-2020-3828,TOYOTA YARIS YARIS 1.5 S MT TRD (ALL NEW) MT 2020,YARIS,YARIS 1.5 S MT TRD (ALL NEW),Rp 227.000.000,BK 1125 ABG,odd,36235,2020,Medan,BLACK,GASOLINE,MT
2,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-MT-TRD-(ALL-NEW)-MT-2019-4241,TOYOTA YARIS YARIS 1.5 S MT TRD (ALL NEW) MT 2019,YARIS,YARIS 1.5 S MT TRD (ALL NEW),Rp 218.000.000,BK 1453 RT,odd,21460,2019,Medan,BLACK,GASOLINE,MT
3,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-CVT-GR-SPORT-AT-2021-4228,TOYOTA YARIS YARIS 1.5 S CVT GR SPORT AT 2021,YARIS,YARIS 1.5 S CVT GR SPORT,Rp 280.000.000,B 2960 UZN,even,9102,2021,Kalimalang,SILVER,,AT
4,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-CVT-GR-SPORT-AT-2021-4058,TOYOTA YARIS YARIS 1.5 S CVT GR SPORT AT 2021,YARIS,YARIS 1.5 S CVT GR SPORT,Rp 285.000.000,B 2454 FFX,even,10634,2021,Kalimalang,YELLOW,,AT
5,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-AT-TRD-(ALL-NEW)-AT-2020-4260,TOYOTA YARIS YARIS 1.5 S AT TRD (ALL NEW) AT 2020,YARIS,YARIS 1.5 S AT TRD (ALL NEW),Rp 250.000.000,B 1600 WZY,even,26173,2020,Kalimalang,YELLOW,,AT
6,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-AT-TRD-(ALL-NEW)-AT-2020-3907,TOYOTA YARIS YARIS 1.5 S AT TRD (ALL NEW) AT 2020,YARIS,YARIS 1.5 S AT TRD (ALL NEW),Rp 240.000.000,D 1543 AIN,odd,9986,2020,SH,SILVER,GASOLINE,AT
7,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-AT-LIMITED-(NEW)-AT-2012-3474,TOYOTA YARIS YARIS 1.5 S AT LIMITED (NEW) AT 2012,YARIS,YARIS 1.5 S AT LIMITED (NEW),Rp 133.000.000,BK 1810 OZ,even,101430,2012,Medan,SILVER,GASOLINE,AT
8,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-S-AT-LIMITED-(NEW)-AT-2012-4421,TOYOTA YARIS YARIS 1.5 S AT LIMITED (NEW) AT 2012,YARIS,YARIS 1.5 S AT LIMITED (NEW),Rp 128.000.000,BK 1309 LA,odd,96212,2012,Medan,SILVER,,AT
9,https://toyotatrust.astra.co.id/TOYOTA-YARIS-YARIS-1.5-E-MT-(NEW)-MT-2013-4326,TOYOTA YARIS YARIS 1.5 E MT (NEW) MT 2013,YARIS,YARIS 1.5 E MT (NEW),Rp 128.000.000,F 1608 KK,even,84998,2013,Cibinong,BLACK,,MT
10,https://toyotatrust.astra.co.id/TOYOTA-VOXY-2.0-AT-AT-2017-3067,TOYOTA VOXY 2.0 AT AT 2017,VOXY,2.0 AT,Rp 371.415.000,L 1160 PT,even,107210,2017,Surabaya,WHITE,GASOLINE,AT
11,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-MT-TRD-BENSIN-(NEW)-MT-2017-4720,TOYOTA RUSH RUSH 1.5 S MT TRD BENSIN (NEW) MT 2017,RUSH,RUSH 1.5 S MT TRD BENSIN (NEW),Rp 191.800.000,W 1203 CQ,odd,133837,2017,Surabaya,BLACK,GASOLINE,MT
12,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-MT-TRD-BENSIN-(ALL-NEW)-MT-2021-4531,TOYOTA RUSH RUSH 1.5 S MT TRD BENSIN (ALL NEW) MT 2021,RUSH,RUSH 1.5 S MT TRD BENSIN (ALL NEW),Rp 250.000.000,B 1113 NL,odd,7127,2021,Kalimalang,BLACK,,MT
13,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-MT-TRD-BENSIN-(ALL-NEW)-MT-2021-4267,TOYOTA RUSH RUSH 1.5 S MT TRD BENSIN (ALL NEW) MT 2021,RUSH,RUSH 1.5 S MT TRD BENSIN (ALL NEW),Rp 250.200.000,W 1821 XB,odd,15795,2021,Surabaya,SILVER,GASOLINE,MT
14,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-MT-TRD-BENSIN-(ALL-NEW)-MT-2020-4271,TOYOTA RUSH RUSH 1.5 S MT TRD BENSIN (ALL NEW) MT 2020,RUSH,RUSH 1.5 S MT TRD BENSIN (ALL NEW),Rp 248.000.000,BK 1092 NP,even,8540,2020,Medan,SILVER,GASOLINE,MT
15,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-MT-TRD-BENSIN-(ALL-NEW)-MT-2019-4803,TOYOTA RUSH RUSH 1.5 S MT TRD BENSIN (ALL NEW) MT 2019,RUSH,RUSH 1.5 S MT TRD BENSIN (ALL NEW),Rp 232.400.000,L 1345 ZA,odd,62844,2019,Surabaya,WHITE,GASOLINE,MT
16,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-AT-TRD-BENSIN-(ALL-NEW)-AT-2020-4782,TOYOTA RUSH RUSH 1.5 S AT TRD BENSIN (ALL NEW) AT 2020,RUSH,RUSH 1.5 S AT TRD BENSIN (ALL NEW),Rp 247.100.000,L 1454 OD,even,4649,2020,Surabaya,SILVER,GASOLINE,AT
17,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-AT-TRD-BENSIN-(ALL-NEW)-AT-2019-3673,TOYOTA RUSH RUSH 1.5 S AT TRD BENSIN (ALL NEW) AT 2019,RUSH,RUSH 1.5 S AT TRD BENSIN (ALL NEW),Rp 240.000.000,B 1905 WZP,odd,69262,2019,Bintaro,BLACK,,AT
18,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-AT-TRD-BENSIN-(ALL-NEW)-AT-2019-3867,TOYOTA RUSH RUSH 1.5 S AT TRD BENSIN (ALL NEW) AT 2019,RUSH,RUSH 1.5 S AT TRD BENSIN (ALL NEW),Rp 238.000.000,S 1106 N,even,51760,2019,Surabaya,SILVER,GASOLINE,AT
19,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-AT-TRD-BENSIN-(ALL-NEW)-AT-2019-4272,TOYOTA RUSH RUSH 1.5 S AT TRD BENSIN (ALL NEW) AT 2019,RUSH,RUSH 1.5 S AT TRD BENSIN (ALL NEW),Rp 235.000.000,B 2061 UKW,odd,42406,2019,Kalimalang,BLACK,,AT
20,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-S-AT-TRD-BENSIN-(ALL-NEW)-AT-2019-4738,TOYOTA RUSH RUSH 1.5 S AT TRD BENSIN (ALL NEW) AT 2019,RUSH,RUSH 1.5 S AT TRD BENSIN (ALL NEW),Rp 234.400.000,W 1757 QI,odd,51951,2019,Surabaya,BLACK,GASOLINE,AT
21,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-G-MT-MT-2022-4533,TOYOTA RUSH RUSH 1.5 G MT MT 2022,RUSH,RUSH 1.5 G MT,Rp 245.000.000,F 1447 FAN,odd,1438,2022,Cibinong,SILVER,GASOLINE,MT
22,https://toyotatrust.astra.co.id/TOYOTA-RUSH-RUSH-1.5-AT-GR-SPORT-AT-2021-4069,TOYOTA RUSH RUSH 1.5 AT GR SPORT AT 2021,RUSH,RUSH 1.5 AT GR SPORT,Rp 270.000.000,F 1489 FAE,odd,20794,2021,Cibinong,WHITE,GASOLINE,AT
23,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.5-V-MT-DIESEL-(OLD)-MT-2008-4507,TOYOTA INNOVA INNOVA 2.5 V MT DIESEL (OLD) MT 2008,INNOVA,INNOVA 2.5 V MT DIESEL (OLD),Rp 173.000.000,BK 1345 JI,odd,158677,2008,Medan,SILVER,DIESEL,MT
24,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-VENTURER-AT-DIESEL-(REBORN)-AT-2019-4005,TOYOTA INNOVA INNOVA 2.4 VENTURER AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 VENTURER AT DIESEL (REBORN),Rp 430.000.000,F 549 AAD,odd,66577,2019,Cibinong,BLACK,DIESEL,AT
25,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-VENTURER-AT-DIESEL-(REBORN)-AT-2019-3647,TOYOTA INNOVA INNOVA 2.4 VENTURER AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 VENTURER AT DIESEL (REBORN),Rp 445.000.000,D 1827 QN,odd,74544,2019,Bintaro,WHITE,GASOLINE,AT
26,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-VENTURER-AT-DIESEL-(REBORN)-AT-2019-4376,TOYOTA INNOVA INNOVA 2.4 VENTURER AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 VENTURER AT DIESEL (REBORN),Rp 440.000.000,B 2302 SIK,even,39568,2019,Bintaro,RED,DIESEL,AT
27,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-VENTURER-AT-DIESEL-(REBORN)-AT-2019-4547,TOYOTA INNOVA INNOVA 2.4 VENTURER AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 VENTURER AT DIESEL (REBORN),Rp 440.000.000,D 1090 AIB,even,26610,2019,SH,GREY,,AT
28,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-VENTURER-AT-DIESEL-(REBORN)-AT-2019-3958,TOYOTA INNOVA INNOVA 2.4 VENTURER AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 VENTURER AT DIESEL (REBORN),Rp 450.000.000,B 2639 SIL,odd,24689,2019,Bintaro,GREY,DIESEL,AT
29,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-V-AT-DIESEL-(REBORN)-AT-2020-3606,TOYOTA INNOVA INNOVA 2.4 V AT DIESEL (REBORN) AT 2020,INNOVA,INNOVA 2.4 V AT DIESEL (REBORN),Rp 400.741.620,L 1462 DW,even,50973,2020,Surabaya,BLACK,DIESEL,AT
30,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-V-AT-DIESEL-(REBORN)-AT-2020-4062,TOYOTA INNOVA INNOVA 2.4 V AT DIESEL (REBORN) AT 2020,INNOVA,INNOVA 2.4 V AT DIESEL (REBORN),Rp 385.000.000,T 1702 GR,even,43084,2020,Karawang,GREY,DIESEL,AT
31,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-V-AT-DIESEL-(REBORN)-AT-2019-4752,TOYOTA INNOVA INNOVA 2.4 V AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 V AT DIESEL (REBORN),Rp 392.800.000,L 1282 EJ,even,38490,2019,Surabaya,BLACK,GASOLINE,AT
32,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-V-AT-DIESEL-(REBORN)-AT-2019-4478,TOYOTA INNOVA INNOVA 2.4 V AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 V AT DIESEL (REBORN),Rp 390.000.000,B 2285 BIB,odd,55655,2019,Bintaro,SILVER,DIESEL,AT
33,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.4-V-AT-DIESEL-(REBORN)-AT-2019-4106,TOYOTA INNOVA INNOVA 2.4 V AT DIESEL (REBORN) AT 2019,INNOVA,INNOVA 2.4 V AT DIESEL (REBORN),Rp 398.000.000,F 1496 JQ,even,19102,2019,Cibinong,BLACK,,AT
34,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.0-V-AT-BENSIN-(REBORN)-AT-2018-4352,TOYOTA INNOVA INNOVA 2.0 V AT BENSIN (REBORN) AT 2018,INNOVA,INNOVA 2.0 V AT BENSIN (REBORN),Rp 325.000.000,A 1258 ZV,even,75901,2018,Bintaro,WHITE,GASOLINE,AT
35,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.0-V-AT-BENSIN-(REBORN)-AT-2018-4401,TOYOTA INNOVA INNOVA 2.0 V AT BENSIN (REBORN) AT 2018,INNOVA,INNOVA 2.0 V AT BENSIN (REBORN),Rp 310.000.000,B 2292 UKD,even,56171,2018,Kalimalang,BLACK,,AT
36,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.0-V-AT-BENSIN-(OLD)-AT-2010-4699,TOYOTA INNOVA INNOVA 2.0 V AT BENSIN (OLD) AT 2010,INNOVA,INNOVA 2.0 V AT BENSIN (OLD),Rp 145.000.000,B 1218 PKH,even,148505,2010,Kalimalang,GREY,,AT
37,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.0-G-AT-BENSIN-(REBORN)-AT-2017-4599,TOYOTA INNOVA INNOVA 2.0 G AT BENSIN (REBORN) AT 2017,INNOVA,INNOVA 2.0 G AT BENSIN (REBORN),Rp 268.000.000,F 1316 MI,even,79218,2017,Cibinong,BLACK,GASOLINE,AT
38,https://toyotatrust.astra.co.id/TOYOTA-INNOVA-INNOVA-2.0-E-MT-BENSIN-MT-2006-4450,TOYOTA INNOVA INNOVA 2.0 E MT BENSIN MT 2006,INNOVA,INNOVA 2.0 E MT BENSIN,Rp 95.000.000,BK 1294 OP,even,187932,2006,Medan,BLACK,GASOLINE,MT
39,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.5-G-AT-VNT-TRD-DIESEL-AT-2015-2958,TOYOTA FORTUNER FORTUNER 2.5 G AT VNT TRD DIESEL AT 2015,FORTUNER,FORTUNER 2.5 G AT VNT TRD DIESEL,Rp 345.000.000,B 1033 KJG,odd,69924,2015,Kalimalang,WHITE,DIESEL,AT
40,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.5-G-AT-VNT-TRD-DIESEL-AT-2014-4380,TOYOTA FORTUNER FORTUNER 2.5 G AT VNT TRD DIESEL AT 2014,FORTUNER,FORTUNER 2.5 G AT VNT TRD DIESEL,Rp 325.000.000,B 142 NDI,even,113462,2014,Bintaro,BLACK,GASOLINE,AT
41,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.5-G-AT-DIESEL-(OLD)-AT-2010-4287,TOYOTA FORTUNER FORTUNER 2.5 G AT DIESEL (OLD) AT 2010,FORTUNER,FORTUNER 2.5 G AT DIESEL (OLD),Rp 210.000.000,BK 1967 OQ,odd,268026,2010,Medan,BLACK,DIESEL,AT
42,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-TRD-AT-DIESEL-(NEW)-AT-2021-4302,TOYOTA FORTUNER FORTUNER 2.4 VRZ TRD AT DIESEL (NEW) AT 2021,FORTUNER,FORTUNER 2.4 VRZ TRD AT DIESEL (NEW),Rp 560.000.000,F 1387 FAA,odd,17105,2021,Cibinong,BLACK,,AT
43,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-TRD-AT-DIESEL-(NEW)-AT-2020-4620,TOYOTA FORTUNER FORTUNER 2.4 VRZ TRD AT DIESEL (NEW) AT 2020,FORTUNER,FORTUNER 2.4 VRZ TRD AT DIESEL (NEW),Rp 491.200.000,S 1840 ND,even,41775,2020,Surabaya,WHITE,DIESEL,AT
44,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-TRD-AT-DIESEL-(NEW)-AT-2020-4395,TOYOTA FORTUNER FORTUNER 2.4 VRZ TRD AT DIESEL (NEW) AT 2020,FORTUNER,FORTUNER 2.4 VRZ TRD AT DIESEL (NEW),Rp 530.000.000,B 1328 ZJC,even,53103,2020,Bintaro,GREY,DIESEL,AT
45,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-TRD-AT-DIESEL-(NEW)-AT-2020-3913,TOYOTA FORTUNER FORTUNER 2.4 VRZ TRD AT DIESEL (NEW) AT 2020,FORTUNER,FORTUNER 2.4 VRZ TRD AT DIESEL (NEW),Rp 515.000.000,B 2627 WBF,odd,45169,2020,Cibinong,BLACK,GASOLINE,AT
46,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-AT-DIESEL-(NEW)-AT-2020-4183,TOYOTA FORTUNER FORTUNER 2.4 VRZ AT DIESEL (NEW) AT 2020,FORTUNER,FORTUNER 2.4 VRZ AT DIESEL (NEW),Rp 490.000.000,B 1548 WJG,even,48985,2020,Bintaro,BLACK,DIESEL,AT
47,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-AT-DIESEL-(NEW)-AT-2019-4056,TOYOTA FORTUNER FORTUNER 2.4 VRZ AT DIESEL (NEW) AT 2019,FORTUNER,FORTUNER 2.4 VRZ AT DIESEL (NEW),Rp 465.000.000,B 777 LHR,odd,86470,2019,Bintaro,BLACK,DIESEL,AT
48,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-AT-DIESEL-(NEW)-AT-2017-3026,TOYOTA FORTUNER FORTUNER 2.4 VRZ AT DIESEL (NEW) AT 2017,FORTUNER,FORTUNER 2.4 VRZ AT DIESEL (NEW),Rp 395.785.375,L 1045 DG,odd,134475,2017,Surabaya,BLACK,DIESEL,AT
49,https://toyotatrust.astra.co.id/TOYOTA-FORTUNER-FORTUNER-2.4-VRZ-AT-DIESEL-(NEW)-AT-2017-4452,TOYOTA FORTUNER FORTUNER 2.4 VRZ AT DIESEL (NEW) AT 2017,FORTUNER,FORTUNER 2.4 VRZ AT DIESEL (NEW),Rp 415.000.000,B 1593 FJE,odd,69771,2017,Kalimalang,SILVER,,AT
